# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-25 12:31:50 EDT       (vaww02)
#
# Data for the following 2 site(s) are contained in this file
#    USGS 06727500 FOURMILE CREEK AT ORODELL, CO
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06727500
#            TS   parameter     statistic     Description
#         17657       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17657_00060_00003	17657_00060_00003_cd
USGS	06730200	2010-09-29	21.0	A
USGS	06730200	2010-09-30	31.9	A
USGS	06730200	2010-10-01	30.2	A
USGS	06730200	2010-10-02	34.4	A
USGS	06730200	2010-10-03	35.5	A
USGS	06730200	2010-10-04	35.5	A
USGS	06730200	2010-10-05	29.8	A
USGS	06730200	2010-10-06	19.8	A
USGS	06730200	2010-10-07	20.4	A
USGS	06730200	2010-10-08	20.3	A
USGS	06730200	2010-10-09	17.7	A
USGS	06730200	2010-10-10	20.0	A
USGS	06730200	2010-10-11	26.7	A
USGS	06730200	2010-10-12	43.3	A
USGS	06730200	2010-10-13	37.0	A
USGS	06730200	2010-10-14	31.2	A
USGS	06730200	2010-10-15	28.5	A
USGS	06730200	2010-10-16	24.6	A
USGS	06730200	2010-10-17	24.1	A
USGS	06730200	2010-10-18	24.3	A
USGS	06730200	2010-10-19	26.2	A
USGS	06730200	2010-10-20	29.6	A
USGS	06730200	2010-10-21	41.1	A
USGS	06730200	2010-10-22	43.5	A
USGS	06730200	2010-10-23	45.9	A
USGS	06730200	2010-10-24	43.2	A
USGS	06730200	2010-10-25	43.7	A
USGS	06730200	2010-10-26	49.8	A
USGS	06730200	2010-10-27	39.5	A
USGS	06730200	2010-10-28	15.3	A
USGS	06730200	2010-10-29	18.0	A
USGS	06730200	2010-10-30	12.5	A
USGS	06730200	2010-10-31	14.5	A
USGS	06730200	2010-11-01	8.48	A
USGS	06730200	2010-11-02	7.91	A
USGS	06730200	2010-11-03	7.49	A
USGS	06730200	2010-11-04	7.56	A
USGS	06730200	2010-11-05	10.8	A
USGS	06730200	2010-11-06	8.28	A
USGS	06730200	2010-11-07	8.92	A
USGS	06730200	2010-11-08	9.37	A
USGS	06730200	2010-11-09	12.6	A
USGS	06730200	2010-11-10	15.4	A
USGS	06730200	2010-11-11	9.47	A
USGS	06730200	2010-11-12	9.33	A
USGS	06730200	2010-11-13	8.14	A
USGS	06730200	2010-11-14	9.55	A
USGS	06730200	2010-11-15	8.52	A
USGS	06730200	2010-11-16	9.21	A
USGS	06730200	2010-11-17	12.8	A
USGS	06730200	2010-11-18	14.0	A
USGS	06730200	2010-11-19	15.7	A
USGS	06730200	2010-11-20	17.4	A
USGS	06730200	2010-11-21	19.2	A
USGS	06730200	2010-11-22	15.7	A
USGS	06730200	2010-11-23	12.2	A
USGS	06730200	2010-11-24	10.6	A
USGS	06730200	2010-11-25	11.7	A
USGS	06730200	2010-11-26	10.4	A
USGS	06730200	2010-11-27	14.8	A
USGS	06730200	2010-11-28	17.1	A
USGS	06730200	2010-11-29	15.6	A
USGS	06730200	2010-11-30	15.2	A
USGS	06730200	2010-12-01	12.9	A
USGS	06730200	2010-12-02	13.9	A
USGS	06730200	2010-12-03	12.7	A
USGS	06730200	2010-12-04	11.4	A
USGS	06730200	2010-12-05	10.7	A
USGS	06730200	2010-12-06	10.4	A
USGS	06730200	2010-12-07	10.4	A
USGS	06730200	2010-12-08	10.3	A
USGS	06730200	2010-12-09	10.1	A
USGS	06730200	2010-12-10	9.86	A
USGS	06730200	2010-12-11	9.81	A
USGS	06730200	2010-12-12	8.91	A
USGS	06730200	2010-12-13	10.1	A
USGS	06730200	2010-12-14	9.45	A
USGS	06730200	2010-12-15	8.94	A
USGS	06730200	2010-12-16	7.29	A
USGS	06730200	2010-12-17	6.28	A
USGS	06730200	2010-12-18	8.07	A
USGS	06730200	2010-12-19	18.8	A
USGS	06730200	2010-12-20	20.6	A
USGS	06730200	2010-12-21	20.6	A
USGS	06730200	2010-12-22	18.8	A
USGS	06730200	2010-12-23	16.5	A
USGS	06730200	2010-12-24	18.3	A
USGS	06730200	2010-12-25	14.4	A
USGS	06730200	2010-12-26	14.3	A
USGS	06730200	2010-12-27	22.1	A
USGS	06730200	2010-12-28	21.1	A
USGS	06730200	2010-12-29	21.9	A
USGS	06730200	2010-12-30	20.6	A
USGS	06730200	2010-12-31	15.3	A:e
USGS	06730200	2011-01-01	16.0	A:e
USGS	06730200	2011-01-02	19.1	A:e
USGS	06730200	2011-01-03	20.9	A:e
USGS	06730200	2011-01-04	21.0	A:e
USGS	06730200	2011-01-05	20.6	A:e
USGS	06730200	2011-01-06	20.6	A:e
USGS	06730200	2011-01-07	21.1	A:e
USGS	06730200	2011-01-08	20.3	A:e
USGS	06730200	2011-01-09	19.0	A:e
USGS	06730200	2011-01-10	18.3	A:e
USGS	06730200	2011-01-11	18.7	A:e
USGS	06730200	2011-01-12	24.0	A:e
USGS	06730200	2011-01-13	32.0	A:e
USGS	06730200	2011-01-14	31.9	A
USGS	06730200	2011-01-15	29.1	A
USGS	06730200	2011-01-16	27.2	A
USGS	06730200	2011-01-17	26.4	A
USGS	06730200	2011-01-18	23.6	A
USGS	06730200	2011-01-19	22.7	A
USGS	06730200	2011-01-20	22.6	A
USGS	06730200	2011-01-21	23.5	A
USGS	06730200	2011-01-22	22.1	A
USGS	06730200	2011-01-23	21.2	A
USGS	06730200	2011-01-24	21.2	A
USGS	06730200	2011-01-25	21.6	A
USGS	06730200	2011-01-26	19.8	A
USGS	06730200	2011-01-27	19.1	A
USGS	06730200	2011-01-28	19.1	A
USGS	06730200	2011-01-29	17.5	A
USGS	06730200	2011-01-30	15.2	A:e
USGS	06730200	2011-01-31	13.1	A:e
USGS	06730200	2011-02-01	10.5	A:e
USGS	06730200	2011-02-02	9.01	A:e
USGS	06730200	2011-02-03	8.81	A:e
USGS	06730200	2011-02-04	9.00	A:e
USGS	06730200	2011-02-05	10.0	A:e
USGS	06730200	2011-02-06	13.7	A:e
USGS	06730200	2011-02-07	16.8	A:e
USGS	06730200	2011-02-08	19.0	A:e
USGS	06730200	2011-02-09	22.0	A:e
USGS	06730200	2011-02-10	24.6	A:e
USGS	06730200	2011-02-11	27.9	A:e
USGS	06730200	2011-02-12	30.9	A:e
USGS	06730200	2011-02-13	56.8	A
USGS	06730200	2011-02-14	47.7	A
USGS	06730200	2011-02-15	33.2	A
USGS	06730200	2011-02-16	22.3	A
USGS	06730200	2011-02-17	21.8	A
USGS	06730200	2011-02-18	21.9	A
USGS	06730200	2011-02-19	20.0	A
USGS	06730200	2011-02-20	19.5	A
USGS	06730200	2011-02-21	18.5	A
USGS	06730200	2011-02-22	19.8	A
USGS	06730200	2011-02-23	18.7	A
USGS	06730200	2011-02-24	18.1	A
USGS	06730200	2011-02-25	18.1	A
USGS	06730200	2011-02-26	28.4	A
USGS	06730200	2011-02-27	24.9	A
USGS	06730200	2011-02-28	24.1	A
USGS	06730200	2011-03-01	24.8	A
USGS	06730200	2011-03-02	26.0	A
USGS	06730200	2011-03-03	27.0	A
USGS	06730200	2011-03-04	26.2	A
USGS	06730200	2011-03-05	22.3	A
USGS	06730200	2011-03-06	21.6	A
USGS	06730200	2011-03-07	21.8	A
USGS	06730200	2011-03-08	22.1	A
USGS	06730200	2011-03-09	19.6	A
USGS	06730200	2011-03-10	13.5	A
USGS	06730200	2011-03-11	13.4	A
USGS	06730200	2011-03-12	14.2	A
USGS	06730200	2011-03-13	15.5	A
USGS	06730200	2011-03-14	14.3	A
USGS	06730200	2011-03-15	14.3	A
USGS	06730200	2011-03-16	13.9	A
USGS	06730200	2011-03-17	15.8	A
USGS	06730200	2011-03-18	15.4	A
USGS	06730200	2011-03-19	8.27	A
USGS	06730200	2011-03-20	5.73	A
USGS	06730200	2011-03-21	7.01	A
USGS	06730200	2011-03-22	8.03	A
USGS	06730200	2011-03-23	4.97	A
USGS	06730200	2011-03-24	6.46	A
USGS	06730200	2011-03-25	6.34	A
USGS	06730200	2011-03-26	9.26	A
USGS	06730200	2011-03-27	14.7	A
USGS	06730200	2011-03-28	14.5	A
USGS	06730200	2011-03-29	12.7	A
USGS	06730200	2011-03-30	6.98	A
USGS	06730200	2011-03-31	6.60	A
USGS	06730200	2011-04-01	4.71	A
USGS	06730200	2011-04-02	4.78	A
USGS	06730200	2011-04-03	9.82	A
USGS	06730200	2011-04-04	10.2	A
USGS	06730200	2011-04-05	6.43	A
USGS	06730200	2011-04-06	6.07	A
USGS	06730200	2011-04-07	6.54	A
USGS	06730200	2011-04-08	7.23	A
USGS	06730200	2011-04-09	7.55	A
USGS	06730200	2011-04-10	10.1	A
USGS	06730200	2011-04-11	9.71	A
USGS	06730200	2011-04-12	22.4	A
USGS	06730200	2011-04-13	25.4	A
USGS	06730200	2011-04-14	85.8	A
USGS	06730200	2011-04-15	20.9	A
USGS	06730200	2011-04-16	16.0	A
USGS	06730200	2011-04-17	17.9	A
USGS	06730200	2011-04-18	20.8	A
USGS	06730200	2011-04-19	27.7	A
USGS	06730200	2011-04-20	17.9	A
USGS	06730200	2011-04-21	23.4	A
USGS	06730200	2011-04-22	26.2	A
USGS	06730200	2011-04-23	23.9	A
USGS	06730200	2011-04-24	23.9	A
USGS	06730200	2011-04-25	24.5	A
USGS	06730200	2011-04-26	20.0	A
USGS	06730200	2011-04-27	19.2	A
USGS	06730200	2011-04-28	18.2	A
USGS	06730200	2011-04-29	20.5	A
USGS	06730200	2011-04-30	20.4	A
USGS	06730200	2011-05-01	16.5	A
USGS	06730200	2011-05-02	15.9	A
USGS	06730200	2011-05-03	18.3	A
USGS	06730200	2011-05-04	17.6	A
USGS	06730200	2011-05-05	15.3	A
USGS	06730200	2011-05-06	24.2	A
USGS	06730200	2011-05-07	45.8	A
USGS	06730200	2011-05-08	77.6	A
USGS	06730200	2011-05-09	113	A
USGS	06730200	2011-05-10	149	A
USGS	06730200	2011-05-11	213	A
USGS	06730200	2011-05-12	75.4	A
USGS	06730200	2011-05-13	49.0	A
USGS	06730200	2011-05-14	43.6	A
USGS	06730200	2011-05-15	26.7	A
USGS	06730200	2011-05-16	21.2	A
USGS	06730200	2011-05-17	21.7	A
USGS	06730200	2011-05-18	95.7	A
USGS	06730200	2011-05-19	240	A
USGS	06730200	2011-05-20	137	A
USGS	06730200	2011-05-21	94.0	A
USGS	06730200	2011-05-22	85.1	A
USGS	06730200	2011-05-23	82.0	A
USGS	06730200	2011-05-24	95.3	A
USGS	06730200	2011-05-25	76.8	A
USGS	06730200	2011-05-26	61.4	A
USGS	06730200	2011-05-27	55.1	A
USGS	06730200	2011-05-28	52.8	A
USGS	06730200	2011-05-29	52.3	A
USGS	06730200	2011-05-30	58.5	A
USGS	06730200	2011-05-31	53.1	A
USGS	06730200	2011-06-01	45.4	A
USGS	06730200	2011-06-02	34.7	A
USGS	06730200	2011-06-03	95.3	A
USGS	06730200	2011-06-04	95.3	A
USGS	06730200	2011-06-05	105	A
USGS	06730200	2011-06-06	127	A
USGS	06730200	2011-06-07	140	A
USGS	06730200	2011-06-08	283	A
USGS	06730200	2011-06-09	356	A
USGS	06730200	2011-06-10	320	A
USGS	06730200	2011-06-11	246	A
USGS	06730200	2011-06-12	230	A
USGS	06730200	2011-06-13	219	A
USGS	06730200	2011-06-14	237	A
USGS	06730200	2011-06-15	329	A
USGS	06730200	2011-06-16	359	A
USGS	06730200	2011-06-17	416	A
USGS	06730200	2011-06-18	393	A
USGS	06730200	2011-06-19	403	A
USGS	06730200	2011-06-20	632	A
USGS	06730200	2011-06-21	449	A
USGS	06730200	2011-06-22	388	A
USGS	06730200	2011-06-23	408	A
USGS	06730200	2011-06-24	403	A
USGS	06730200	2011-06-25	446	A
USGS	06730200	2011-06-26	462	A
USGS	06730200	2011-06-27	523	A
USGS	06730200	2011-06-28	497	A
USGS	06730200	2011-06-29	538	A
USGS	06730200	2011-06-30	593	A
USGS	06730200	2011-07-01	632	A
USGS	06730200	2011-07-02	638	A
USGS	06730200	2011-07-03	645	A
USGS	06730200	2011-07-04	548	A
USGS	06730200	2011-07-05	469	A
USGS	06730200	2011-07-06	511	A
USGS	06730200	2011-07-07	640	A
USGS	06730200	2011-07-08	766	A
USGS	06730200	2011-07-09	841	A
USGS	06730200	2011-07-10	853	A
USGS	06730200	2011-07-11	997	A
USGS	06730200	2011-07-12	1030	A
USGS	06730200	2011-07-13	1070	A
USGS	06730200	2011-07-14	880	A
USGS	06730200	2011-07-15	668	A
USGS	06730200	2011-07-16	519	A
USGS	06730200	2011-07-17	460	A
USGS	06730200	2011-07-18	665	A
USGS	06730200	2011-07-19	548	A
USGS	06730200	2011-07-20	592	A
USGS	06730200	2011-07-21	461	A
USGS	06730200	2011-07-22	327	A
USGS	06730200	2011-07-23	261	A
USGS	06730200	2011-07-24	228	A
USGS	06730200	2011-07-25	217	A
USGS	06730200	2011-07-26	204	A
USGS	06730200	2011-07-27	187	A
USGS	06730200	2011-07-28	179	A
USGS	06730200	2011-07-29	164	A
USGS	06730200	2011-07-30	141	A
USGS	06730200	2011-07-31	126	A
USGS	06730200	2011-08-01	136	A
USGS	06730200	2011-08-02	138	A
USGS	06730200	2011-08-03	235	A
USGS	06730200	2011-08-04	175	A
USGS	06730200	2011-08-05	126	A
USGS	06730200	2011-08-06	94.0	A
USGS	06730200	2011-08-07	70.0	A
USGS	06730200	2011-08-08	68.8	A
USGS	06730200	2011-08-09	56.7	A
USGS	06730200	2011-08-10	53.4	A
USGS	06730200	2011-08-11	56.4	A
USGS	06730200	2011-08-12	59.5	A
USGS	06730200	2011-08-13	84.5	A
USGS	06730200	2011-08-14	104	A
USGS	06730200	2011-08-15	125	A
USGS	06730200	2011-08-16	128	A
USGS	06730200	2011-08-17	136	A
USGS	06730200	2011-08-18	118	A
USGS	06730200	2011-08-19	91.8	A
USGS	06730200	2011-08-20	80.6	A
USGS	06730200	2011-08-21	79.3	A
USGS	06730200	2011-08-22	73.4	A
USGS	06730200	2011-08-23	80.8	A
USGS	06730200	2011-08-24	93.7	A
USGS	06730200	2011-08-25	75.8	A
USGS	06730200	2011-08-26	83.5	A
USGS	06730200	2011-08-27	104	A
USGS	06730200	2011-08-28	109	A
USGS	06730200	2011-08-29	137	A
USGS	06730200	2011-08-30	130	A
USGS	06730200	2011-08-31	121	A
USGS	06730200	2011-09-01	123	A
USGS	06730200	2011-09-02	117	A
USGS	06730200	2011-09-03	98.8	A
USGS	06730200	2011-09-04	83.1	A
USGS	06730200	2011-09-05	80.2	A
USGS	06730200	2011-09-06	81.2	A
USGS	06730200	2011-09-07	123	A
USGS	06730200	2011-09-08	95.1	A
USGS	06730200	2011-09-09	81.3	A
USGS	06730200	2011-09-10	71.2	A
USGS	06730200	2011-09-11	70.0	A
USGS	06730200	2011-09-12	69.0	A
USGS	06730200	2011-09-13	65.0	A
USGS	06730200	2011-09-14	70.4	A
USGS	06730200	2011-09-15	146	A
USGS	06730200	2011-09-16	49.9	A
USGS	06730200	2011-09-17	41.1	A
USGS	06730200	2011-09-18	33.9	A
USGS	06730200	2011-09-19	27.0	A
USGS	06730200	2011-09-20	30.1	A
USGS	06730200	2011-09-21	26.0	A
USGS	06730200	2011-09-22	29.6	A
USGS	06730200	2011-09-23	29.1	A
USGS	06730200	2011-09-24	26.5	A
USGS	06730200	2011-09-25	28.1	A
USGS	06730200	2011-09-26	29.1	A
USGS	06730200	2011-09-27	33.3	A
USGS	06730200	2011-09-28	31.4	A
USGS	06730200	2011-09-29	30.7	A
USGS	06730200	2011-09-30	31.8	A
USGS	06730200	2011-10-01	29.7	A
USGS	06730200	2011-10-02	26.5	A
USGS	06730200	2011-10-03	27.1	A
USGS	06730200	2011-10-04	25.4	A
USGS	06730200	2011-10-05	23.2	A
USGS	06730200	2011-10-06	23.1	A
USGS	06730200	2011-10-07	30.0	A
USGS	06730200	2011-10-08	38.9	A
USGS	06730200	2011-10-09	38.2	A
USGS	06730200	2011-10-10	33.9	A
USGS	06730200	2011-10-11	36.3	A
USGS	06730200	2011-10-12	35.8	A
USGS	06730200	2011-10-13	38.5	A
USGS	06730200	2011-10-14	38.6	A
USGS	06730200	2011-10-15	36.5	A
USGS	06730200	2011-10-16	36.3	A
USGS	06730200	2011-10-17	35.3	A
USGS	06730200	2011-10-18	36.8	A
USGS	06730200	2011-10-19	39.7	A
USGS	06730200	2011-10-20	40.1	A
USGS	06730200	2011-10-21	38.3	A
USGS	06730200	2011-10-22	38.8	A
USGS	06730200	2011-10-23	37.4	A
USGS	06730200	2011-10-24	37.6	A
USGS	06730200	2011-10-25	37.8	A
USGS	06730200	2011-10-26	69.5	A
USGS	06730200	2011-10-27	55.7	A
USGS	06730200	2011-10-28	49.5	A
USGS	06730200	2011-10-29	40.2	A
USGS	06730200	2011-10-30	38.0	A
USGS	06730200	2011-10-31	37.3	A
USGS	06730200	2011-11-01	34.8	A
USGS	06730200	2011-11-02	34.5	A
USGS	06730200	2011-11-03	27.0	A
USGS	06730200	2011-11-04	30.0	A
USGS	06730200	2011-11-05	29.7	A
USGS	06730200	2011-11-06	31.2	A
USGS	06730200	2011-11-07	22.2	A
USGS	06730200	2011-11-08	13.2	A
USGS	06730200	2011-11-09	9.51	A
USGS	06730200	2011-11-10	7.58	A
USGS	06730200	2011-11-11	7.35	A
USGS	06730200	2011-11-12	7.14	A
USGS	06730200	2011-11-13	12.9	A
USGS	06730200	2011-11-14	15.7	A
USGS	06730200	2011-11-15	10.8	A
USGS	06730200	2011-11-16	8.23	A
USGS	06730200	2011-11-17	7.53	A
USGS	06730200	2011-11-18	19.0	A
USGS	06730200	2011-11-19	13.8	A
USGS	06730200	2011-11-20	15.3	A
USGS	06730200	2011-11-21	17.3	A
USGS	06730200	2011-11-22	16.6	A
USGS	06730200	2011-11-23	13.5	A
USGS	06730200	2011-11-24	10.8	A
USGS	06730200	2011-11-25	9.36	A
USGS	06730200	2011-11-26	8.19	A
USGS	06730200	2011-11-27	5.35	A
USGS	06730200	2011-11-28	18.1	A
USGS	06730200	2011-11-29	13.5	A
USGS	06730200	2011-11-30	10.3	A
USGS	06730200	2011-12-01	11.0	A
USGS	06730200	2011-12-02	7.67	A
USGS	06730200	2011-12-03	7.77	A
USGS	06730200	2011-12-04	8.27	A
USGS	06730200	2011-12-05	6.66	A
USGS	06730200	2011-12-06	7.23	A
USGS	06730200	2011-12-07	8.78	A
USGS	06730200	2011-12-08	9.62	A
USGS	06730200	2011-12-09	8.37	A
USGS	06730200	2011-12-10	7.58	A
USGS	06730200	2011-12-11	7.32	A
USGS	06730200	2011-12-12	7.24	A
USGS	06730200	2011-12-13	6.94	A
USGS	06730200	2011-12-14	6.67	A
USGS	06730200	2011-12-15	5.29	A
USGS	06730200	2011-12-16	4.70	A
USGS	06730200	2011-12-17	4.44	A
USGS	06730200	2011-12-18	4.40	A
USGS	06730200	2011-12-19	4.56	A
USGS	06730200	2011-12-20	4.17	A
USGS	06730200	2011-12-21	5.07	A
USGS	06730200	2011-12-22	11.6	A
USGS	06730200	2011-12-23	13.2	A
USGS	06730200	2011-12-24	14.7	A
USGS	06730200	2011-12-25	14.6	A
USGS	06730200	2011-12-26	13.9	A
USGS	06730200	2011-12-27	13.3	A
USGS	06730200	2011-12-28	15.7	A
USGS	06730200	2011-12-29	26.7	A
USGS	06730200	2011-12-30	25.4	A
USGS	06730200	2011-12-31	21.8	A
USGS	06730200	2012-01-01	18.5	A
USGS	06730200	2012-01-02	16.9	A
USGS	06730200	2012-01-03	17.7	A
USGS	06730200	2012-01-04	16.4	A
USGS	06730200	2012-01-05	15.4	A
USGS	06730200	2012-01-06	16.2	A
USGS	06730200	2012-01-07	16.0	A
USGS	06730200	2012-01-08	15.9	A
USGS	06730200	2012-01-09	14.9	A
USGS	06730200	2012-01-10	16.2	A
USGS	06730200	2012-01-11	14.8	A
USGS	06730200	2012-01-12	15.0	A
USGS	06730200	2012-01-13	16.2	A
USGS	06730200	2012-01-14	15.2	A
USGS	06730200	2012-01-15	14.9	A
USGS	06730200	2012-01-16	14.7	A
USGS	06730200	2012-01-17	13.2	A
USGS	06730200	2012-01-18	15.0	A
USGS	06730200	2012-01-19	14.5	A
USGS	06730200	2012-01-20	16.5	A
USGS	06730200	2012-01-21	15.1	A
USGS	06730200	2012-01-22	15.0	A
USGS	06730200	2012-01-23	12.9	A
USGS	06730200	2012-01-24	14.1	A
USGS	06730200	2012-01-25	12.2	A
USGS	06730200	2012-01-26	11.6	A
USGS	06730200	2012-01-27	11.9	A
USGS	06730200	2012-01-28	8.87	A
USGS	06730200	2012-01-29	11.9	A
USGS	06730200	2012-01-30	12.7	A
USGS	06730200	2012-01-31	10.6	A
USGS	06730200	2012-02-01	10.3	A
USGS	06730200	2012-02-02	10.4	A
USGS	06730200	2012-02-03	16.0	A
USGS	06730200	2012-02-04	19.5	A
USGS	06730200	2012-02-05	16.2	A
USGS	06730200	2012-02-06	15.4	A
USGS	06730200	2012-02-07	16.0	A
USGS	06730200	2012-02-08	12.9	A
USGS	06730200	2012-02-09	11.7	A
USGS	06730200	2012-02-10	10.7	A
USGS	06730200	2012-02-11	9.50	A
USGS	06730200	2012-02-12	9.91	A
USGS	06730200	2012-02-13	11.1	A
USGS	06730200	2012-02-14	10.4	A
USGS	06730200	2012-02-15	9.90	A
USGS	06730200	2012-02-16	8.43	A
USGS	06730200	2012-02-17	8.71	A
USGS	06730200	2012-02-18	10.5	A
USGS	06730200	2012-02-19	10.3	A
USGS	06730200	2012-02-20	8.88	A
USGS	06730200	2012-02-21	8.52	A
USGS	06730200	2012-02-22	11.5	A
USGS	06730200	2012-02-23	20.4	A
USGS	06730200	2012-02-24	13.3	A
USGS	06730200	2012-02-25	14.2	A
USGS	06730200	2012-02-26	11.9	A
USGS	06730200	2012-02-27	8.95	A
USGS	06730200	2012-02-28	12.5	A
USGS	06730200	2012-02-29	10.3	A
USGS	06730200	2012-03-01	9.52	A
USGS	06730200	2012-03-02	10.8	A
USGS	06730200	2012-03-03	8.37	A
USGS	06730200	2012-03-04	8.93	A
USGS	06730200	2012-03-05	6.83	A
USGS	06730200	2012-03-06	8.10	A
USGS	06730200	2012-03-07	11.7	A
USGS	06730200	2012-03-08	13.6	A
USGS	06730200	2012-03-09	7.28	A
USGS	06730200	2012-03-10	11.4	A
USGS	06730200	2012-03-11	11.2	A
USGS	06730200	2012-03-12	9.97	A
USGS	06730200	2012-03-13	9.91	A
USGS	06730200	2012-03-14	12.0	A
USGS	06730200	2012-03-15	11.0	A
USGS	06730200	2012-03-16	11.5	A
USGS	06730200	2012-03-17	14.4	A
USGS	06730200	2012-03-18	14.5	A
USGS	06730200	2012-03-19	15.1	A
USGS	06730200	2012-03-20	13.6	A
USGS	06730200	2012-03-21	12.2	A
USGS	06730200	2012-03-22	14.8	A
USGS	06730200	2012-03-23	16.5	A
USGS	06730200	2012-03-24	17.8	A
USGS	06730200	2012-03-25	23.4	A
USGS	06730200	2012-03-26	15.8	A
USGS	06730200	2012-03-27	6.58	A
USGS	06730200	2012-03-28	6.80	A
USGS	06730200	2012-03-29	7.10	A
USGS	06730200	2012-03-30	7.09	A
USGS	06730200	2012-03-31	6.38	A
USGS	06730200	2012-04-01	6.77	A
USGS	06730200	2012-04-02	10.9	A
USGS	06730200	2012-04-03	22.3	A
USGS	06730200	2012-04-04	25.3	A
USGS	06730200	2012-04-05	19.0	A
USGS	06730200	2012-04-06	10.0	A
USGS	06730200	2012-04-07	6.41	A
USGS	06730200	2012-04-08	5.21	A
USGS	06730200	2012-04-09	5.37	A
USGS	06730200	2012-04-10	8.70	A
USGS	06730200	2012-04-11	24.4	A
USGS	06730200	2012-04-12	50.8	A
USGS	06730200	2012-04-13	38.7	A
USGS	06730200	2012-04-14	13.6	A
USGS	06730200	2012-04-15	45.0	A
USGS	06730200	2012-04-16	21.5	A
USGS	06730200	2012-04-17	21.7	A
USGS	06730200	2012-04-18	36.3	A
USGS	06730200	2012-04-19	41.3	A
USGS	06730200	2012-04-20	42.0	A
USGS	06730200	2012-04-21	46.2	A
USGS	06730200	2012-04-22	46.3	A
USGS	06730200	2012-04-23	50.7	A
USGS	06730200	2012-04-24	63.7	A
USGS	06730200	2012-04-25	95.8	A
USGS	06730200	2012-04-26	114	A
USGS	06730200	2012-04-27	79.0	A
USGS	06730200	2012-04-28	88.8	A
USGS	06730200	2012-04-29	94.7	A
USGS	06730200	2012-04-30	92.4	A
USGS	06730200	2012-05-01	77.7	A
USGS	06730200	2012-05-02	56.3	A
USGS	06730200	2012-05-03	66.5	A
USGS	06730200	2012-05-04	99.4	A
USGS	06730200	2012-05-05	96.3	A
USGS	06730200	2012-05-06	117	A
USGS	06730200	2012-05-07	126	A
USGS	06730200	2012-05-08	86.0	A
USGS	06730200	2012-05-09	79.3	A
USGS	06730200	2012-05-10	86.4	A
USGS	06730200	2012-05-11	75.3	A
USGS	06730200	2012-05-12	59.2	A
USGS	06730200	2012-05-13	61.1	A
USGS	06730200	2012-05-14	61.7	A
USGS	06730200	2012-05-15	63.6	A
USGS	06730200	2012-05-16	54.6	A
USGS	06730200	2012-05-17	68.3	A
USGS	06730200	2012-05-18	71.2	A
USGS	06730200	2012-05-19	97.5	A
USGS	06730200	2012-05-20	95.6	A
USGS	06730200	2012-05-21	77.2	A
USGS	06730200	2012-05-22	88.3	A
USGS	06730200	2012-05-23	119	A
USGS	06730200	2012-05-24	120	A
USGS	06730200	2012-05-25	84.9	A
USGS	06730200	2012-05-26	68.1	A
USGS	06730200	2012-05-27	62.6	A
USGS	06730200	2012-05-28	62.7	A
USGS	06730200	2012-05-29	55.6	A
USGS	06730200	2012-05-30	59.3	A
USGS	06730200	2012-05-31	69.0	A
USGS	06730200	2012-06-01	89.1	A
USGS	06730200	2012-06-02	98.8	A
USGS	06730200	2012-06-03	106	A
USGS	06730200	2012-06-04	90.0	A
USGS	06730200	2012-06-05	79.1	A
USGS	06730200	2012-06-06	86.6	A
USGS	06730200	2012-06-07	92.1	A
USGS	06730200	2012-06-08	108	A
USGS	06730200	2012-06-09	105	A
USGS	06730200	2012-06-10	87.6	A
USGS	06730200	2012-06-11	83.3	A
USGS	06730200	2012-06-12	75.3	A
USGS	06730200	2012-06-13	64.0	A
USGS	06730200	2012-06-14	66.0	A
USGS	06730200	2012-06-15	79.0	A
USGS	06730200	2012-06-16	86.5	A
USGS	06730200	2012-06-17	81.9	A
USGS	06730200	2012-06-18	72.4	A
USGS	06730200	2012-06-19	79.9	A
USGS	06730200	2012-06-20	102	A
USGS	06730200	2012-06-21	117	A
USGS	06730200	2012-06-22	130	A
USGS	06730200	2012-06-23	149	A
USGS	06730200	2012-06-24	148	A
USGS	06730200	2012-06-25	149	A
USGS	06730200	2012-06-26	160	A
USGS	06730200	2012-06-27	182	A
USGS	06730200	2012-06-28	178	A
USGS	06730200	2012-06-29	116	A
USGS	06730200	2012-06-30	151	A
USGS	06730200	2012-07-01	182	A
USGS	06730200	2012-07-02	183	A
USGS	06730200	2012-07-03	194	A
USGS	06730200	2012-07-04	192	A
USGS	06730200	2012-07-05	172	A
USGS	06730200	2012-07-06	173	A
